iteration,id,m,x,y,z,vx,vy,vz
0,0,3.0386126613548208,-5.21786619362801,5.216668213734822,0.5567931471630345,0.1881905270963664,-0.04981492743419219,-0.12483667943053474
0,1,5.721918966350236,6.051771915502279,-2.5828614495781324,-5.272974429562977,0.1714546355282986,-0.014919620878931145,-0.02389701632542099
0,2,3.8133058781874505,-8.213580453869458,1.1354504819147753,-5.784070244555578,0.10346877619759648,-0.027637183445211766,0.1985144847124951
0,3,3.5141673040249835,-5.906623218823265,-9.918896474547253,-1.3573633965854075,0.04086579950303998,-0.01019453350629873,-0.18895120671383472
0,4,8.110687896134422,-0.35553650649250024,7.138169965953168,8.546487845410557,-0.1658138093662327,-0.007671124788218214,0.07124661950202293
0,5,6.241165330577705,0.2652143176278603,1.5883659492446682,-4.807815401169483,-0.05933505086452395,0.027915209896017645,-0.11600002816622074
0,6,8.918566249421222,9.38437931507885,8.701397690721517,-4.867461692559466,0.13452744546758116,-0.08005401284711372,0.1786232973649523
0,7,8.68985713242063,6.319279712975451,-0.8203859867172074,-1.6710342562213647,0.07266661533297664,0.1942681314041208,0.044419640062043436
0,8,4.1454603299009705,2.8600853353730376,6.79389256021777,-9.840819113663612,0.1553638110912352,-0.07384682737928938,-0.050516872057215834
0,9,4.818460603854113,-3.4411605899913047,-9.382537654899727,-7.081856235550429,-0.14709162804018402,-0.13831058775551036,0.04813961914291934
0,10,5.568372007253856,4.110048254288701,2.8881560894064133,0.41446008460464157,-0.1874827902886401,0.012870769683024613,0.15240440415816148
0,11,6.243720146138161,3.337638821852334,-1.9873319339803466,-9.5643548916652,-0.03955645111097747,0.06914719042766515,-0.0008249863938081525
0,12,7.180664926088547,0.6923433085464463,1.1676977675118554,-4.683498640881551,-0.15995348151966216,0.08153341764107269,-0.19332225609119585
0,13,4.141524059632811,3.2884317250773627,-8.077023731108,6.03920413974566,-0.1495160267859587,-0.037422560248076525,-0.03331043547587459
0,14,3.450382857244655,2.609730107788664,-1.4749710911569327,-8.890067753294927,0.15985773704816997,0.029633859357566794,0.015210736996577962
0,15,3.749388596336971,2.3218449146525604,8.343169325194282,9.30019604206511,0.09047135043590204,-0.0192345348831362,0.010811713485881363
0,16,3.586135246128328,-4.474656535821299,4.960228535587408,3.8756638846251352,-0.1688151135579264,-0.03959517311876079,-0.18081684889572217
0,17,7.3312875608940224,0.011551759880250145,2.75683548782027,-2.72344790480345,-0.1409033951810798,-0.1468214333245541,0.10928508821886684
0,18,4.233858832114391,1.4234503050002019,2.7475718557400626,-1.2609513111403352,-0.14478215012060697,0.15341700516866474,-0.11523076122666492
0,19,2.6068102785060336,-7.17613806013313,6.425781902075709,-9.183136680082207,-0.045479102040419106,0.045064622470185695,-0.003901752760899435
0,20,2.759232143241571,-4.603763502083219,-2.1210881036902345,5.698537399957052,-0.05805986552878248,0.13682794976340412,-0.138245914474847
0,21,3.255445308363429,-4.497813108607835,-3.2699722681683987,-8.248774270537126,-0.18671209867856345,0.17747123126689657,0.07562334881868393
0,22,6.820234446053583,-7.521228764104508,-7.1888175503230745,-6.934414878907788,0.01245361267386716,0.14488877580767606,-0.1951814156110867
0,23,6.700826085638174,5.165271254432813,7.322427591944731,9.36283891874482,-0.0729064787300708,0.05353147400493652,-0.05341952811680667
0,24,5.4484772656987115,4.935938639647183,-2.588312112939243,-8.081738579274859,0.10375227470664655,-0.15324814106719548,-0.04252775687536192
0,25,9.923343534658743,-5.975792371300889,7.649175355449174,-1.6503039565593873,-0.07366816339252816,-0.03965692266926096,0.18288530060826125
0,26,3.2408832307895903,-1.7613811957649474,-2.9024513866097292,-6.155759594675753,0.0139842546158494,-0.023831745506821767,0.1758205001346318
0,27,6.112106627383562,-5.896299392478074,6.317385647771307,2.1963613630857033,0.1656128834605215,-0.025334834788256044,-0.05203699659993172
0,28,9.25499237392714,6.737951460500046,-3.5885755673464717,-3.3637240977500573,0.14095968366266493,-0.19947365139640125,0.09633378019209415
0,29,9.869152969730955,9.880522345542179,-8.667945737093303,6.137503803375363,-0.14138296570683753,-0.07292508611471324,0.19446666043181599
0,30,7.556614840208521,3.632916474919277,-2.124979872929427,-9.208417655792521,0.07419739116552176,-0.031128148575582465,-0.18970191432138916
0,31,5.6160098569142844,3.3579084324775383,-4.205016623931463,8.99564108319148,-0.13798180102594937,0.1311867456536634,0.0397084049244224
0,32,7.128362639437328,7.165204046075807,9.225650322297838,9.285525298008608,0.13578933241263763,-0.05824712641088428,-0.09287299965079432
0,33,4.771309890363783,-2.70376731068711,-8.708362840697399,-2.0811495330873946,0.06058609181171243,0.1511114771377428,-0.14272729305172838
0,34,2.7111664484585507,4.719113169039765,0.11221691495959796,-0.021398993518543463,0.15902407831854115,-0.1338970564275489,-0.1714025396255215
0,35,7.8205594890351655,5.961751731397012,-6.882403532940854,8.470909166175709,0.012228903112560002,-0.18030108620903143,-0.05149663639593763
0,36,4.544619937383123,-5.210312823922653,2.041510369614981,-1.2940001914367976,0.0873077986976753,-0.07660086235230838,-0.07715737222089715
0,37,8.372021552073422,1.8413557040653057,8.596651440802095,3.263315635621737,-0.06418883584462162,0.01996197358973209,0.1726635616557629
0,38,9.197230936320905,-4.509624079303348,-3.7329839108848963,-8.51089274117037,0.01659817285435153,0.17186131645221575,-0.12029825582018566
0,39,4.338068695305814,-5.911458231436852,4.829543631221515,3.071582713818815,-0.025725746763120283,-0.06755741879596522,-0.022058958685488822
0,40,9.074864335506122,0.06176261973429753,8.370860290004387,0.8988770387955096,-0.19942113391457283,0.038495790121873485,0.15410318384146482
0,41,4.562531804265223,-6.107160230527956,-8.336515024558041,3.0773526671311675,-0.12655434478649397,0.11805518942551246,-0.10152333038167656
